,0,1,2,3,4,5,6
0,-8.999589903495966,-9.000056115339866,0.0,-8.402016387583941e-05,0.000198434729897325,-1.8086206302650736e-05,0.9999999766185794
1,-8.999595121068918,-9.000067010603752,0.0,4.271870645606569e-05,5.3260307081928186e-05,-9.381115307225565e-06,0.9999999976252232
2,-8.999591180879886,-9.000072418465082,0.0,-1.1551315156016159e-05,4.8252987205545526e-05,-8.654303026181295e-06,0.9999999987316597
3,-8.999589677518562,-9.000074335511927,0.0,7.820531912661745e-05,0.00012054951041178094,-1.0268230885072755e-05,0.9999999896231534
4,-8.999585124271052,-9.000073570360463,0.0,9.411609864775562e-05,-6.181102677667672e-05,-8.182373802634334e-06,0.9999999936273029
5,-8.999587661474727,-9.00007029757704,0.0,-9.763864337540012e-05,6.845767973457902e-05,-4.792558020229852e-06,0.9999999928786365
6,-8.999582945886555,-9.000079822115888,0.0,-6.846440308432322e-05,6.991055391055676e-05,-1.1064148047396809e-05,0.9999999951513624
7,-8.999581640079171,-9.000086074313797,0.0,0.0001268086501684903,-5.945490218634849e-06,-8.247152037958065e-06,0.9999999919081008
8,-8.999581901393356,-9.000074917141015,0.0,5.0845710428029195e-05,-5.594300374093062e-05,-2.3922474132923116e-06,0.9999999971396857
9,-8.99958405430216,-9.000075417159046,0.0,0.00010257410356418567,0.000234723013028059,-7.878976605744514e-06,0.9999999671607904
10,-8.999575604633794,-9.000080397984428,0.0,7.64841542491037e-05,-0.00010630475321539833,-6.457720232086391e-06,0.9999999914038856
11,-8.999577766042076,-9.000084539749725,0.0,9.30054533364346e-05,0.00019333298251720429,-4.184679949236477e-06,0.9999999769774157
12,-8.99562457456972,-9.00008617411484,0.0,9.016058612599245e-06,-3.229288452476337e-05,-1.5046691099523034e-05,0.9999999993247386
13,-8.986703471523091,-9.0000829011452,0.0,-1.6500911738165388e-05,-6.925185013164727e-05,4.2279077969880585e-05,0.9999999965721905
14,-8.97464875404822,-9.0000818079791,0.0,-2.8966698328830346e-05,0.00032918414082239953,3.575260057109169e-05,0.9999999447602402
15,-8.964606596063566,-9.000093468344685,0.0,-7.611164507983813e-05,0.0001575724771931833,1.6949694944080905e-05,0.9999999845453197
16,-8.956573155791135,-9.000086060873413,0.0,7.762403598306969e-05,7.54387501340579e-05,1.2820439426958492e-05,0.9999999940595703
17,-8.94160219523293,-9.000086775571527,0.0,6.469184507912183e-05,-1.382605697195621e-05,1.570024277691326e-05,0.9999999976886539
18,-8.922638203064132,-9.000084142972666,0.0,3.069379549139562e-05,7.772956149629147e-06,3.610306457902489e-06,0.999999999492219
19,-8.902399421962723,-9.000108412067357,0.0,-5.739697275824012e-05,8.303082518042734e-06,-6.113185581460301e-07,0.9999999983181364
20,-8.882056957683057,-9.000113715855758,0.0,0.00017115044484243162,0.00025421198475861033,-1.0367994506486029e-06,0.9999999530413575
21,-8.861445518135488,-9.000109212434026,0.0,6.299329371766838e-05,0.0002516182199735126,-7.3790145401068725e-06,0.9999999663328328
22,-8.83896223134746,-9.000119738126452,0.0,8.392148409160568e-05,8.684410665211957e-05,-5.678987199429701e-06,0.9999999926915175
23,-8.81491434193551,-9.000114412596538,0.0,6.733795685404224e-05,8.274846288964133e-05,4.069104745847568e-06,0.999999994300867
24,-8.788653706846711,-9.00010322032333,0.0,3.423308507260666e-05,-2.7405237409975464e-05,4.01701259778971e-06,0.9999999990304563
25,-8.759551173523908,-9.00016737898359,0.0,0.00021948896318991153,6.304722253360834e-05,-2.9586781811924886e-05,0.9999999734871322
26,-8.729720853497946,-9.000174008724416,0.0,2.7428234447765427e-05,-7.18335616535916e-05,-6.442510554330614e-05,0.9999999949685185
27,-8.69375476656346,-9.000193329089193,0.0,-0.0002267118536697896,-7.866696706226136e-05,-6.182989336612456e-05,0.9999999692951536
28,-8.66375567583768,-9.000196254593268,0.0,-8.146997266480581e-05,3.5265083507066776e-05,-5.6248705485500836e-05,0.9999999944775503
29,-8.633729918355003,-9.000199035807661,0.0,-3.919419055510345e-05,0.00010998761673113437,-5.958248927592409e-05,0.9999999914082331
30,-8.603672709859312,-9.000201719049052,0.0,-8.504871084555447e-05,0.00010755933510395097,-6.0859785696236006e-05,0.9999999887468963
31,-8.579569541181849,-9.000192733461345,0.0,0.00016316169880569996,0.00018503578433679495,-6.229682120867651e-05,0.9999999676295617
32,-8.549093144540564,-9.000204939701526,0.0,-9.333184751114333e-05,0.00011812471356090116,0.0004452202574063497,0.9999998895573142
33,-8.518292639647534,-9.000176933213437,0.0,8.34354767961808e-05,0.00011535120059871943,0.001176898228943654,0.9999992973213434
34,-8.487026491817423,-9.000180251276625,0.0,0.00038712221524848304,3.094774133506232e-05,0.0015460375717690623,0.9999987294724201
35,-8.456062167140312,-9.000132635714326,0.0,0.0004907407368097139,0.00018223017596126717,0.001629819842756393,0.9999985348254129
36,-8.425954456951846,-9.000029432633463,0.0,-0.0005272764447911819,0.0001777493828417758,0.0019596178085075503,0.9999979251392236
37,-8.396578439856151,-8.999928634243481,0.0,-0.001044964791964747,0.00012805715428821626,0.0034845770901565233,0.9999933746642783
38,-8.367379282115717,-8.99975245212397,0.0,-0.0022222480409680614,-8.115209379132452e-05,0.006799436344683517,0.9999744110192903
39,-8.338026465576164,-8.99957233852646,0.0,-0.003471019652718098,-0.0003730277774316,0.011865546858480359,0.9999235079097785
40,-8.301861871747814,-8.999246374102656,0.0,-0.0046304323157330225,-0.0007960782230734784,0.020134148579601198,0.9997862478635156
41,-8.271832794011694,-8.999717658514824,0.0,-0.003602806916573576,-0.0013180582869586758,0.02805646018851981,0.9995989783640058
42,-8.241994095963472,-9.000267856347126,0.0,-0.0016238569861378763,-0.001709661915004064,0.036115675259769234,0.99934483445163
43,-8.212525659293945,-9.00032950391397,0.0,0.0005589508384701145,-0.001849265513105151,0.043323182273134156,0.9990592423218709
44,-8.183683074211507,-8.999766282516056,0.0,0.00224747989168194,-0.0018270129130159663,0.04924489262235397,0.9987825345932743
45,-8.155258128024855,-8.998218107240255,0.0,0.002507711451065706,-0.0018498628239970003,0.053986465508609645,0.9985368049965401
